cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,power_consumption,uptime,status,screen_brightness,cpu_frequency,power_saver_active
11.18,75.62,22.6,9.54,330,7260,35617,12.9,51.98,20.36,155.61,0,84.3,1337.8,0
10.86,56.91,44.09,13.28,169,2366,12813,7.5,50.05,19.64,83.31,0,46.5,1504.0,0
16.75,65.01,16.8,8.43,204,3264,18187,3.87,54.08,19.79,17.71,0,88.1,1665.1,0
19.5,47.74,32.58,17.79,154,2618,14731,5.94,55.55,19.74,81.99,0,45.1,1474.9,0
22.42,26.09,5.74,28.44,160,3520,18505,6.28,47.92,16.97,23.47,0,41.2,1882.0,0
11.39,64.81,28.04,26.54,296,6808,32858,10.05,47.26,18.79,11.55,0,37.1,1474.0,0
29.54,59.84,6.21,12.38,203,2233,15793,10.5,52.57,19.84,219.65,0,42.0,1286.5,0
53.54,69.51,33.69,28.41,179,3580,23781,16.97,61.52,35.04,3.22,0,64.0,2432.0,0
41.53,56.26,24.0,14.92,139,2502,16642,22.39,56.44,26.0,209.37,0,27.1,2313.5,0
45.41,91.3,61.65,3.01,315,5040,29568,22.32,64.24,32.6,3.78,0,24.1,2447.1,0
78.49,40.87,26.34,26.59,179,3759,26743,11.17,76.04,61.58,33.18,1,44.1,3430.5,0
47.64,38.69,7.62,13.61,167,1837,15232,9.55,61.19,25.67,60.78,0,39.3,1887.7,1
45.49,52.25,1.75,16.12,70,1540,12438,14.16,60.47,25.85,22.25,0,80.1,1784.9,1
56.75,50.57,31.1,9.6,262,6026,34669,9.76,65.0,35.87,47.75,0,25.0,2678.7,0
4.52,52.07,12.7,27.23,84,1344,7814,7.56,44.48,16.13,23.43,0,56.2,1008.5,1
9.64,53.53,29.29,7.82,252,5292,25575,2.2,50.45,21.27,6.44,0,98.1,1504.3,0
16.69,50.18,7.34,25.79,133,3059,16681,9.37,50.96,17.07,89.98,0,44.6,1517.9,0
4.37,46.82,0.44,6.75,346,5536,27336,10.49,44.43,16.98,59.12,0,55.1,850.3,1
23.63,40.14,0.81,14.31,75,1050,7801,13.26,51.9,19.96,51.62,0,70.3,1505.8,1
15.66,63.34,16.65,27.91,161,2898,16474,7.43,48.69,18.92,23.8,0,55.9,1459.7,0
30.18,72.88,1.82,29.72,104,1456,11058,10.68,55.41,22.97,62.33,0,47.8,2115.5,0
35.32,98.0,20.52,20.35,70,1120,9662,11.01,60.54,31.81,176.52,0,83.5,2171.6,0
11.2,60.53,8.16,23.82,64,1152,6699,6.12,46.33,18.16,85.92,0,43.6,1494.4,0
39.54,71.93,12.42,21.23,199,2786,18534,16.02,60.12,25.38,6.38,0,52.8,2189.0,0
46.68,58.25,24.23,9.5,265,3710,24797,9.08,65.88,25.08,8.1,0,57.5,1492.0,0
29.9,65.59,4.38,16.64,62,620,7080,13.42,56.14,23.12,48.02,0,73.7,1439.0,1
53.9,53.92,7.99,14.46,201,2814,20328,12.76,63.83,26.76,39.47,0,72.9,1398.2,1
14.93,50.67,19.62,23.49,340,7820,38624,8.57,46.56,21.46,199.58,0,95.7,1547.4,0
24.97,51.44,37.59,24.46,313,3756,22533,7.4,52.33,21.66,58.57,0,93.5,1491.6,1
22.95,83.45,5.14,12.61,334,7682,39121,3.51,54.7,20.8,15.71,0,55.5,1676.4,0
52.86,81.74,14.62,11.52,247,5434,31565,11.79,69.16,25.38,37.46,0,34.3,1613.3,0
12.96,42.44,45.3,22.89,241,2169,13438,10.62,47.05,17.74,28.63,0,37.3,1501.7,0
37.16,62.5,15.7,10.93,307,6754,35855,12.11,59.5,25.82,33.83,0,68.5,2307.5,0
58.55,51.07,33.49,24.19,165,3300,23262,15.06,66.82,30.97,5.21,0,22.7,2185.6,1
78.64,81.9,42.13,13.28,129,1806,18723,14.35,78.93,50.71,10.43,0,44.0,2645.1,1
20.78,37.2,39.75,8.78,129,2967,16264,4.26,46.97,19.79,101.26,0,63.0,1412.1,1
34.38,72.07,21.31,9.69,305,6710,35184,7.99,57.33,20.35,8.48,0,40.7,1149.1,0
38.79,56.5,12.05,2.23,261,2088,18732,8.2,60.62,22.76,51.94,0,26.3,1855.2,1
75.7,27.17,1.53,11.74,342,4104,30840,11.01,69.84,48.24,57.73,0,23.4,2952.8,0
36.1,83.83,3.78,17.88,204,4488,26141,7.73,56.59,27.02,211.96,0,25.2,2200.2,0
34.15,29.04,4.43,56.34,211,2954,19499,15.71,60.08,21.98,216.48,0,43.2,1767.2,1
32.42,39.7,0.51,8.41,349,6631,35189,9.71,53.32,17.29,5.04,0,33.1,1194.8,1
5.13,36.35,1.61,9.93,215,4300,21466,1.57,48.27,15.14,24.0,0,42.6,1290.5,1
43.18,74.52,5.24,8.16,143,3289,20484,9.67,60.19,29.84,30.82,0,61.7,2378.0,0
32.49,45.85,1.43,7.69,149,2980,18169,11.57,53.48,25.37,93.23,0,82.7,1989.7,0
8.95,37.56,2.79,17.27,235,3290,18245,14.5,42.24,19.95,120.39,0,84.2,1696.6,0
56.64,64.2,0.84,9.64,305,3660,26518,20.46,67.0,28.15,107.84,0,38.2,1910.0,0
4.49,38.37,8.08,7.89,227,3178,16059,12.33,41.54,17.45,15.24,0,78.7,1167.0,0
18.92,61.98,25.83,15.52,311,7153,35369,7.32,51.49,21.44,146.75,0,85.8,1233.5,1
42.64,60.47,25.09,16.96,305,4575,28665,15.21,62.07,25.1,20.49,0,28.9,1821.0,1
15.14,58.8,35.29,8.01,229,4122,21125,9.21,44.96,20.03,77.82,0,66.0,1637.0,0
19.86,25.78,20.53,23.43,337,7077,35995,9.87,48.4,18.96,58.39,0,52.0,1759.7,0
40.24,72.44,4.2,33.13,263,4471,26681,10.17,60.07,28.98,46.12,0,45.7,2427.5,0
25.24,76.99,18.18,18.66,273,6006,30541,5.59,56.61,21.27,5.41,0,27.5,1171.7,0
45.29,69.23,21.03,16.85,237,4740,27615,22.98,64.44,25.49,93.88,0,64.1,1700.6,0
31.16,66.4,11.75,3.09,213,2556,17454,17.15,55.5,25.55,101.93,0,54.5,2203.6,0
20.27,52.42,24.68,7.32,196,3332,18433,5.02,51.74,18.62,136.84,0,35.7,1709.8,0
4.69,80.9,1.11,5.32,291,3783,20589,1.3,45.79,20.15,196.83,0,66.1,1049.6,0
4.58,34.22,13.55,21.28,105,1470,7758,7.07,44.73,18.55,17.52,0,54.4,990.4,1
19.0,20.97,9.81,21.92,342,4788,26896,10.64,48.62,17.23,53.75,0,91.0,800.0,1
8.63,73.72,24.54,15.9,138,1656,8879,15.2,45.14,21.99,103.76,0,84.9,1532.1,0
33.17,28.7,2.05,10.48,242,2178,16221,15.8,53.72,22.7,8.25,0,76.1,1609.2,1
18.97,71.48,3.59,10.39,241,3133,18220,7.14,54.79,17.34,20.06,0,25.9,899.7,1
22.26,33.71,12.27,123.22,201,4020,21843,7.12,51.63,17.39,164.64,0,34.3,1306.0,0
44.96,64.62,44.12,19.68,104,2392,17312,7.97,59.68,32.17,3.28,0,79.9,2181.0,0
29.96,43.9,1.3,11.52,100,1200,10158,8.17,53.27,24.18,95.33,0,79.3,1873.0,0
2.13,60.9,20.4,16.34,262,3406,17505,4.17,43.32,16.47,24.94,0,50.8,1198.9,0
41.81,76.17,3.45,5.65,61,1159,10216,18.34,60.56,27.98,252.75,0,69.0,2192.7,0
26.78,42.44,1.67,17.18,278,6116,31548,5.63,47.68,19.34,169.89,0,63.0,1726.0,0
25.65,79.85,7.53,10.48,67,1273,9975,6.74,55.73,20.78,96.89,0,74.0,1642.3,0
31.27,55.26,13.12,16.5,321,7062,36241,16.38,53.91,25.85,85.26,0,77.1,1853.3,0
11.62,56.75,26.32,6.9,291,5529,28835,10.07,45.61,20.67,76.37,0,77.1,800.0,1
23.65,72.79,15.11,36.36,269,2690,16783,6.48,54.65,20.64,2.16,0,87.0,1128.4,1
15.34,74.7,10.15,7.17,343,2744,17615,2.65,52.1,19.42,219.84,0,32.5,1624.7,0
7.91,54.02,5.05,9.92,273,5187,26671,7.16,42.06,21.67,88.55,0,99.3,1366.5,0
9.37,32.01,5.19,6.29,258,4128,22259,10.54,46.57,16.86,126.18,0,69.3,1270.7,0
15.0,55.75,22.08,7.88,267,4539,23965,7.26,50.18,18.41,65.36,0,52.1,1379.1,1
7.89,32.43,1.82,11.21,229,1832,12536,5.15,44.05,16.65,118.19,0,72.4,1050.0,1
33.83,53.67,2.38,12.55,230,3910,23730,4.3,62.08,26.13,176.75,0,54.9,2423.8,0
22.78,49.73,19.08,10.54,324,5184,28433,11.48,52.04,22.61,5.65,0,42.9,1788.3,0
13.83,33.37,48.68,16.53,63,1071,6900,5.05,38.06,20.04,8.3,0,84.6,1283.9,1
5.39,41.73,1.92,50.0,225,2475,13633,1.6,43.64,18.2,60.05,0,27.5,1474.8,0
11.62,74.16,14.1,10.84,74,1628,9205,8.26,55.0,17.99,60.5,0,33.1,865.3,0
20.84,50.15,4.1,9.02,94,2068,11801,15.41,49.53,19.72,58.09,0,43.1,1714.0,0
25.4,48.12,0.39,27.84,114,2166,13334,6.39,53.55,17.46,40.26,0,22.5,1552.9,1
17.23,63.07,26.78,6.9,171,3762,20140,10.37,50.86,20.42,29.58,0,73.7,987.4,1
6.58,79.59,10.66,32.78,99,1485,7529,5.36,44.14,18.17,6.85,0,65.4,1378.4,0
21.83,46.25,0.36,4.05,78,1014,8557,7.38,52.11,22.76,9.21,0,88.8,1897.9,0
27.51,72.55,33.87,22.22,175,4025,22283,11.72,56.56,24.62,4.12,0,64.6,1986.3,0
44.98,54.98,11.51,6.9,158,3002,20514,11.19,59.12,30.23,0.14,0,26.1,2430.2,0
33.71,83.97,20.04,6.77,93,1395,10438,14.56,57.32,23.11,79.0,0,28.4,1665.2,1
26.44,71.0,8.26,15.43,275,4125,23988,9.27,56.35,22.74,6.81,0,87.7,1382.6,1
32.27,49.53,3.07,21.08,103,927,8955,11.17,58.49,23.57,0.32,0,67.3,1873.8,0
39.15,59.16,9.4,18.47,266,2660,18757,7.87,61.04,25.39,14.93,0,63.4,2081.5,0
33.14,42.98,5.09,8.07,165,2640,16501,10.66,55.4,24.91,4.75,0,87.6,1933.7,0
47.74,57.44,5.28,20.47,339,3051,23313,7.45,61.17,31.83,90.37,0,64.3,2514.1,0
10.31,42.59,15.49,7.39,123,1353,8180,11.15,52.9,16.23,16.89,0,44.0,800.0,1
9.97,44.66,1.48,10.47,329,2632,17094,5.85,49.32,19.71,0.17,0,98.3,800.0,1
55.08,72.56,7.59,8.62,218,4796,28990,8.73,65.8,38.55,178.47,0,88.1,2667.9,0
30.32,58.42,11.87,11.13,113,1243,11012,5.68,57.45,19.36,77.64,0,45.4,1289.0,0
38.96,60.45,18.56,8.8,192,1920,14054,19.63,59.63,27.7,81.53,0,75.7,2054.4,0
18.71,47.55,15.03,13.57,159,3180,17148,9.33,51.01,19.39,10.96,0,24.5,1753.7,0
13.32,50.36,32.61,5.41,301,6321,31801,6.25,49.38,19.69,27.1,0,60.0,1181.6,1
45.84,49.66,73.16,17.35,345,3795,25309,8.54,68.54,27.74,95.53,0,75.9,1846.7,0
8.89,46.16,41.57,9.01,246,4920,24303,6.23,44.26,16.73,300.85,0,51.1,1200.2,0
56.78,45.59,21.67,6.47,265,2650,21390,15.02,65.08,29.57,46.64,0,78.3,1922.3,1
16.93,42.02,17.38,22.63,186,2232,14304,9.32,48.64,18.16,33.63,0,45.6,1475.3,1
11.94,34.28,0.54,37.2,304,3344,18998,6.1,44.17,15.1,239.19,0,58.2,843.8,0
39.87,53.86,11.44,17.01,93,1953,14509,7.02,57.86,20.86,78.16,0,61.6,1709.1,1
60.52,40.72,16.35,14.07,303,5454,33051,11.18,67.15,25.32,86.39,0,63.0,1229.5,1
14.09,79.91,7.99,9.65,188,3008,16864,10.7,50.28,23.32,72.82,0,99.3,1612.6,0
9.34,34.93,7.29,5.48,124,1488,8560,10.23,44.84,20.25,164.84,0,93.9,1188.9,0
22.02,48.94,11.73,17.22,342,4104,24115,4.16,48.2,21.78,23.88,0,75.6,1795.1,0
32.72,66.01,35.57,4.77,326,2934,20542,7.0,56.36,21.74,103.35,0,51.8,1633.9,1
24.42,22.88,4.54,16.09,263,2893,18921,13.05,50.35,20.17,157.13,0,74.9,1654.6,0
46.17,66.61,7.64,4.31,194,2134,17917,10.86,62.12,25.01,97.05,0,48.9,1658.8,0
27.18,42.63,15.88,13.76,336,4032,24724,6.69,51.77,20.4,18.15,0,83.6,1601.7,0
49.52,38.78,3.09,26.36,160,1920,16068,8.16,61.13,28.43,158.42,0,31.0,2575.9,0
5.42,63.77,27.02,15.16,112,2240,11689,7.68,46.63,15.42,39.32,0,24.5,950.0,1
26.32,65.48,16.45,23.67,217,2387,15835,10.82,50.81,23.36,79.63,0,46.6,1972.6,0
11.65,38.41,6.51,29.47,218,3706,19765,3.26,49.27,17.96,190.68,0,49.4,1735.1,0
37.75,49.97,19.21,12.48,329,6580,37259,8.99,57.16,26.96,19.92,0,96.5,1985.3,1
22.31,73.12,4.91,37.06,282,5358,28481,9.64,55.38,24.53,5.43,0,94.9,1787.3,0
34.69,48.34,22.34,10.29,119,2261,15401,5.2,54.31,26.57,52.23,0,60.1,2273.8,0
7.55,39.94,1.1,6.77,110,990,5333,4.62,44.97,16.32,31.86,0,58.1,1468.7,0
25.17,53.13,8.35,6.73,158,3318,18882,5.2,48.95,23.53,77.75,0,76.6,1742.9,0
26.87,53.6,4.55,21.59,217,4774,25359,20.28,51.54,25.95,5.85,0,92.3,1606.6,0
18.13,51.12,25.45,10.52,256,3584,20428,5.41,51.28,21.61,184.78,0,94.7,1563.6,0
20.4,61.73,20.96,9.39,60,1260,8185,8.65,51.79,19.47,226.8,0,41.4,1708.4,0
34.28,45.34,27.66,19.0,211,3587,21499,17.16,57.76,24.58,31.42,0,89.4,1810.1,1
49.92,64.46,15.81,4.78,349,7678,41475,13.59,64.8,25.55,3.14,0,66.1,1397.7,1
48.51,49.46,23.79,58.85,279,2511,20056,11.81,59.21,30.76,22.1,0,72.4,2449.2,0
46.72,33.4,8.66,6.04,274,6302,34625,14.62,62.47,24.08,4.51,0,52.5,1968.4,1
8.43,78.84,17.0,17.62,343,4802,25810,10.94,47.7,20.42,30.69,0,59.2,1420.6,0
36.97,31.88,0.47,16.87,290,4640,26589,5.01,55.14,25.69,3.54,0,59.4,2395.2,0
38.82,67.42,31.89,11.17,207,4554,26537,4.99,59.53,27.4,6.46,0,77.4,1883.3,1
13.01,52.58,17.32,23.71,72,1080,6464,6.56,48.66,16.85,40.01,0,44.7,1324.8,1
28.69,55.31,30.16,19.97,169,2704,17470,17.95,53.47,21.39,8.95,0,50.4,1871.1,0
4.52,41.92,22.1,11.41,135,2835,13713,3.12,43.95,18.99,87.56,0,80.0,800.0,1
60.63,47.71,5.06,17.74,202,4040,25294,11.19,65.54,37.36,9.84,0,89.4,2422.9,1
23.5,66.94,4.78,3.25,245,3675,20719,5.77,52.28,20.99,48.01,0,28.1,2132.5,0
34.2,38.37,24.11,9.57,220,4180,23869,7.91,58.74,21.73,5.32,0,49.5,1963.3,0
29.93,47.46,3.06,16.97,307,2763,20203,7.51,57.21,20.7,70.56,0,25.3,1776.0,0
25.93,70.85,1.76,8.19,244,3904,22018,12.66,50.61,21.74,45.31,0,34.9,1985.5,0
17.62,46.21,0.23,11.59,295,4130,23569,8.04,48.82,17.18,102.04,0,45.2,1034.5,0
28.79,55.43,5.32,10.9,65,1300,9343,14.64,53.51,21.45,2.51,0,43.7,1679.4,1
7.25,56.66,1.57,4.37,241,5543,26403,10.59,43.55,19.53,114.47,0,40.9,1173.6,1
25.78,41.94,24.27,21.04,180,1980,13994,11.98,48.01,20.89,44.48,0,90.4,1811.5,0
34.66,61.35,9.94,13.16,190,3230,20270,9.82,57.56,22.17,107.75,0,50.7,1153.0,0
73.8,53.9,4.37,6.01,225,3150,24708,15.15,72.04,53.77,121.3,0,77.6,3057.8,0
14.44,42.98,13.82,36.92,235,3760,20476,12.03,47.52,19.87,49.75,0,92.0,1372.6,0
24.02,64.49,1.09,13.65,282,6204,31223,12.75,51.75,23.1,15.51,0,39.1,1805.0,0
49.34,57.18,19.43,14.06,100,800,11281,5.83,61.0,26.42,176.82,0,21.2,2008.4,1
23.38,53.96,10.44,11.5,224,2464,15249,9.55,50.5,19.4,58.98,0,44.8,1846.5,0
19.75,50.34,0.1,38.23,242,5082,26125,6.15,50.25,19.32,16.72,0,48.8,1773.1,0
31.63,33.01,5.77,21.32,337,7751,39976,8.69,52.33,20.11,50.98,0,28.0,1910.2,0
12.58,52.7,20.81,7.99,320,5120,27272,18.4,42.75,18.3,92.06,0,32.2,1387.8,0
51.35,21.68,3.13,3.5,263,4997,29662,20.36,62.85,22.46,14.35,0,28.0,1837.7,0
57.93,66.07,49.0,18.31,184,3128,21525,12.08,70.47,39.17,60.16,0,24.0,2609.4,0
47.64,37.68,34.04,11.29,265,2915,21835,7.39,59.66,30.76,93.81,0,83.3,2116.4,0
19.73,63.09,22.59,9.84,182,2548,15509,12.77,48.35,21.11,23.66,0,61.6,1704.8,0
36.69,33.97,1.23,11.14,153,3519,21117,10.62,58.97,27.45,11.62,0,66.1,2407.9,0
20.09,35.56,6.55,4.13,338,7436,37639,18.69,52.3,17.41,31.36,0,78.3,1371.6,1
28.85,43.87,5.31,13.22,314,2826,19754,5.65,55.88,20.51,112.84,0,86.1,1148.4,0
24.26,82.96,2.22,10.49,349,7329,37368,14.78,56.34,21.5,193.76,0,70.6,1116.6,0
12.5,48.46,118.09,9.32,224,2240,13998,7.66,49.97,20.61,63.51,0,74.7,1627.7,0
14.67,80.13,2.39,12.68,145,2175,12100,5.38,50.12,16.8,21.83,0,58.1,866.8,0
12.96,61.95,5.68,31.06,186,3906,20858,16.23,50.07,22.81,25.82,0,93.2,1368.5,0
16.46,51.11,31.82,9.95,106,848,6622,13.1,51.63,19.38,18.12,0,52.0,1312.8,1
14.51,57.59,2.34,25.82,62,620,4856,7.37,46.82,18.89,0.84,0,53.2,1221.4,0
55.04,60.01,9.51,13.43,87,1305,13147,19.82,66.21,37.75,21.92,0,65.3,2601.4,0
27.25,61.66,55.75,27.21,93,1767,11998,6.5,52.88,19.77,58.12,0,43.2,1452.9,1
14.45,74.88,4.26,11.75,102,2346,12505,6.53,50.57,18.34,267.34,0,27.2,1445.1,1
36.01,56.3,18.21,7.22,71,923,9906,3.76,62.26,25.88,116.03,0,85.3,1831.4,0
7.52,64.2,1.25,43.72,349,5933,30227,11.24,45.55,16.89,155.56,0,20.9,825.0,0
16.67,84.36,13.78,22.43,272,4352,23068,11.84,54.07,25.35,36.19,0,95.6,1488.0,0
47.79,31.47,6.21,28.77,288,3456,24423,5.55,59.12,24.0,47.37,0,94.3,1373.3,1
22.01,53.26,18.04,17.49,315,5040,27449,12.64,53.77,22.67,17.09,0,96.0,1391.6,0
23.46,67.02,8.51,12.66,221,4420,23773,9.29,52.29,20.71,3.02,0,58.7,1543.0,1
16.11,34.21,5.33,22.08,266,4256,23907,7.41,44.17,19.3,14.38,0,78.1,1765.2,0
41.07,40.44,11.85,17.34,345,5865,32566,13.6,54.72,25.83,94.81,0,45.6,2098.1,0
28.69,40.89,2.26,8.87,313,6886,36112,6.31,52.33,24.75,20.25,0,72.1,1956.0,0
43.84,60.75,25.27,16.16,260,5720,31701,9.18,57.98,30.4,73.31,0,33.8,2445.6,0
52.59,62.89,20.84,9.92,333,6327,36746,15.4,64.26,24.92,32.43,0,53.1,1602.3,1
6.82,41.77,11.81,5.65,268,4020,20134,7.5,45.55,15.82,155.08,0,49.9,1022.8,1
12.11,61.43,6.86,11.75,61,1403,8364,12.65,50.34,18.53,84.87,0,57.3,1791.6,0
31.84,45.27,37.02,8.48,114,1938,13508,3.93,52.42,20.3,57.39,0,99.8,1052.1,1
8.19,73.84,15.1,43.01,95,760,6007,4.95,50.01,17.97,144.71,0,57.6,1496.7,0
31.41,62.67,5.03,6.47,125,1875,13863,10.59,58.7,19.61,7.74,0,32.2,1366.7,1
32.8,66.02,24.65,9.38,181,4163,23613,8.4,63.75,27.48,214.1,0,85.9,1880.6,0
11.18,78.83,15.12,8.66,176,2640,14364,17.04,49.39,17.54,135.28,0,54.6,1390.4,0
29.56,65.38,2.04,19.48,84,1680,11168,8.94,55.05,28.92,96.97,0,93.9,2171.7,0
41.03,46.45,1.82,14.18,118,2006,13707,7.13,61.29,24.85,30.02,0,73.6,1640.7,1
18.71,56.86,41.73,38.27,147,3234,17418,11.09,46.5,20.71,199.76,0,74.5,1761.6,0
18.39,35.33,5.09,30.12,137,3014,16152,5.84,45.39,19.81,6.43,0,75.1,1697.9,0
2.02,38.45,16.34,12.98,293,4981,24222,6.82,39.7,14.8,11.16,0,33.8,1573.2,0
33.81,63.94,0.56,6.36,69,1380,10029,14.05,56.08,25.07,38.34,0,71.9,1696.5,0
5.39,80.11,12.2,15.26,240,2400,13778,0.72,42.83,20.51,3.78,0,79.1,1478.5,0
40.98,71.1,3.94,14.02,281,4496,26836,7.52,61.03,28.07,8.11,0,34.9,2239.8,0
15.28,60.13,2.26,4.98,323,4845,26165,5.63,48.18,19.24,2.18,0,41.6,1247.5,1
35.96,32.45,22.28,10.8,123,2091,14381,11.21,59.02,28.97,6.64,0,91.1,2312.7,0
25.72,57.03,24.87,13.74,220,3080,19114,11.3,51.7,22.53,46.69,0,40.5,1759.1,0
29.94,39.91,18.84,12.51,269,2421,16716,16.94,54.64,20.44,89.13,0,25.0,1391.7,0
14.66,60.84,0.17,6.78,271,2168,14206,12.87,49.76,17.48,166.52,0,27.9,1676.3,0
19.03,35.13,5.03,12.09,222,2664,16906,9.88,49.61,20.19,56.27,0,60.9,1843.3,0
9.44,57.45,6.72,11.36,311,2488,15714,8.47,49.88,19.43,0.24,0,94.3,1187.6,1
3.69,47.24,17.61,16.33,132,3036,15205,2.13,41.78,14.51,129.56,0,43.1,1029.5,0
25.2,56.28,21.13,7.06,196,2156,14766,10.45,53.34,23.04,48.09,0,97.9,1246.6,0
37.08,47.04,14.83,24.61,155,1705,13639,26.16,58.66,27.02,58.6,0,94.8,1846.4,1
24.97,31.52,23.34,16.41,329,6909,35735,7.76,52.37,21.93,1.14,0,72.4,2072.7,0
29.07,70.36,8.36,5.51,115,1035,9093,6.55,58.17,23.8,76.51,0,61.2,1740.7,0
27.53,50.55,11.71,14.32,223,2453,16022,6.56,50.39,18.78,246.89,0,38.9,1627.3,0
10.14,48.51,1.0,12.5,155,3410,17751,5.88,44.44,16.43,102.55,0,67.5,1583.5,0
35.02,52.91,8.36,11.58,214,1712,14586,12.98,55.14,24.97,92.56,0,49.2,2213.8,0
52.33,45.16,8.5,5.05,303,2727,22200,15.44,66.03,32.59,68.04,0,66.0,2365.3,0
14.42,45.13,14.18,10.07,80,1520,9925,5.55,46.91,20.4,10.65,0,74.5,1805.3,0
12.66,76.57,7.12,8.32,131,1965,11340,14.71,50.54,18.16,104.18,0,20.3,1625.0,0
41.82,56.23,4.09,9.31,169,3380,21470,12.85,59.62,26.02,102.0,0,24.1,2090.6,0
6.75,48.44,4.07,21.0,200,2200,11988,6.66,42.35,14.68,22.36,0,48.9,1368.8,0
43.98,30.1,2.16,8.14,315,6300,35753,7.04,56.72,24.04,73.6,0,64.6,1948.6,1
14.57,47.32,18.11,45.4,317,7291,34981,5.11,47.78,19.12,48.81,0,48.8,1515.1,1
25.97,40.44,14.62,53.85,127,2921,16419,5.87,47.41,17.8,63.47,0,25.0,1099.3,0
17.05,48.69,12.99,15.12,122,1342,8959,11.74,49.18,19.69,129.25,0,87.2,1649.7,0
44.96,77.79,11.36,5.64,293,5860,33514,6.03,64.94,30.33,64.54,0,27.6,2328.1,0
25.62,76.49,6.87,5.64,282,4230,24038,7.5,57.93,22.9,175.57,0,63.0,1871.7,0
25.27,51.09,21.96,16.19,204,3264,19021,11.91,56.71,23.38,272.77,0,85.4,1922.2,0
58.63,44.69,38.27,10.6,230,3450,24130,10.45,66.94,25.41,27.13,0,36.6,1570.2,1
34.92,63.67,8.7,7.88,125,1000,10151,21.5,60.85,25.65,15.54,0,66.5,2090.5,0
19.62,71.78,7.89,12.28,136,2448,14268,6.76,53.01,20.15,219.66,0,76.0,1235.6,1
22.69,50.92,2.66,5.59,118,1770,11287,7.0,47.96,18.41,126.42,0,51.2,1480.8,1
37.81,85.31,16.66,50.9,309,4944,29276,12.52,59.13,23.52,145.77,0,51.1,1667.9,1
13.63,46.89,12.25,17.21,275,3025,17765,6.77,47.1,16.86,45.07,0,22.9,1330.8,0
15.49,49.64,66.34,32.54,146,3066,16307,9.81,44.96,21.42,30.71,0,85.1,1746.4,0
16.19,52.64,13.17,21.71,98,1470,9823,3.19,46.51,15.86,22.13,0,30.2,948.9,0
25.6,49.94,5.11,19.24,157,2669,16152,9.05,55.29,19.84,105.39,0,29.8,1954.0,0
17.92,37.75,12.42,7.14,152,1824,11314,9.17,50.66,16.43,68.4,0,30.8,1262.8,1
10.01,66.59,62.69,2.51,220,1760,11324,13.17,50.04,21.19,25.4,0,78.3,921.4,0
7.44,50.71,19.27,22.77,109,1526,9290,4.36,45.69,18.19,150.66,0,32.1,1513.8,1
53.65,87.3,2.06,12.32,204,1836,16389,15.94,66.39,31.73,45.78,0,52.8,2100.6,1
29.54,66.59,6.3,45.8,135,2970,17229,4.37,54.85,24.32,0.43,0,87.3,1495.2,1
53.6,59.86,5.32,9.42,225,4725,29253,18.58,65.85,30.88,32.05,0,50.5,2293.2,1
36.64,84.0,29.16,12.35,312,3744,23946,6.51,64.97,25.43,351.65,0,63.9,2066.8,0
8.44,65.77,14.17,9.96,244,4880,24410,11.53,45.23,19.37,31.63,0,67.9,1197.4,1
21.39,65.26,24.92,27.14,65,1300,8441,5.67,57.37,22.57,163.57,0,74.9,1789.9,0
35.66,44.99,2.91,2.86,110,880,9471,5.87,57.76,20.19,13.84,0,39.8,1277.7,0
29.93,51.42,35.8,15.46,133,1596,11457,9.26,57.49,21.32,40.13,0,39.1,1537.1,1
28.34,69.95,0.9,8.24,189,3402,20016,14.0,55.35,19.9,67.23,0,40.8,1805.5,0
52.48,67.16,7.05,12.75,291,3783,26063,15.65,63.82,41.03,56.85,0,76.9,2881.6,0
49.23,45.97,0.21,31.0,63,1386,12462,8.65,62.39,21.46,75.7,0,86.5,1022.5,1
20.75,90.05,3.06,6.41,155,3255,17338,16.4,51.72,20.86,52.65,0,48.4,1794.9,0
15.41,51.93,49.14,6.34,170,3910,20455,6.48,48.84,19.58,3.47,0,47.3,1610.8,0
34.21,72.57,1.23,37.7,224,4928,27392,9.96,58.08,26.89,30.21,0,31.1,2358.9,0
25.38,58.92,2.36,9.87,265,4240,24702,4.07,52.34,21.75,55.56,0,84.1,1280.5,0
6.45,61.84,38.82,8.86,65,1365,6759,4.39,43.88,18.26,53.07,0,72.6,827.9,0
34.88,49.91,18.58,8.94,82,1394,10401,18.92,53.89,23.31,84.55,0,22.8,2108.7,0
24.69,58.04,7.84,4.57,232,2320,15472,10.34,54.87,23.07,23.9,0,96.2,1518.2,0
17.73,31.77,1.07,31.05,78,780,7072,17.55,48.83,17.63,23.24,0,38.5,1380.2,1
66.67,71.56,23.06,28.97,121,2783,22779,26.82,72.61,43.75,49.52,0,76.0,2408.8,1
50.11,66.28,10.18,4.31,346,2768,22049,17.88,63.27,32.58,10.35,0,47.2,2377.4,0
46.58,82.95,5.85,9.93,78,1794,14798,10.99,65.28,33.77,2.66,0,90.2,2562.0,0
34.61,56.15,6.71,4.76,266,3458,21729,11.49,56.03,27.42,5.01,0,45.0,2112.5,0
19.09,40.09,10.56,19.78,145,2900,15800,11.22,48.39,17.02,12.71,0,92.6,1381.8,1
19.46,77.45,12.02,17.46,311,5598,29728,7.1,56.41,21.53,55.71,0,56.6,1762.6,0
